Name,Type,Build,Dir,minArea,maxArea,representativeArea,floorAreaRatio,minDeal,maxDeal,medianDeal,minLease,maxLease,medianLease,minDealUnit,maxDealUnit,medianDealUnit,minLeaseUnit,maxLeaseUnit,medianLeaseUnit,Lat,Lon,BUS,METRO,INFANT,PRESCHOOL,HOSPITAL,PARKING,MART,CONVENIENCE,WASHING,BANK,OFFICE,PRI_SCHOOL,PUB_SCHOOL
역삼래미안,APT,200510,ES,80.66,109.4,80.0,276,21.9,27.5,22.5,9.9,13.0,10.0,7976.0,9504.0,9298.0,3912.0,4339.0,4132.0,37.497838,127.050397,19,0,17,1,4,8,2,6,9,33,7,0,2
디오빌역삼(주상복합),APT,200206,ES,39.58,112.01,39.0,966,2.9,15.3,3.2,2.7,7.0,2.8,2458.0,4516.0,2712.0,1815.0,3005.0,2373.0,37.501445,127.042887,15,0,15,1,4,54,1,22,13,109,17,0,1
역삼IPARK,APT,200609,ES,36.27,181.03,36.0,273,7.95,37.0,8.4,3.9,18.5,4.5,6210.0,8264.0,7713.0,3140.0,4591.0,4132.0,37.499604,127.047061,21,0,18,1,4,27,2,4,16,65,8,0,2
쌍용플래티넘밸류,OPST,200701,ES,86.16,197.52,101.0,640,5.75,15.0,5.8,,,,1898.0,2755.0,1898.0,,,,37.495468,127.030388,27,2,8,1,4,84,2,23,16,119,14,0,2
더포엠역삼,OPST,202309,ES,47.47,59.4,50.0,798,7.9,9.8,9.8,6.5,6.5,,5323.0,6479.0,6479.0,4572.0,4572.0,,37.502628,127.039524,13,1,13,0,4,68,1,26,9,107,18,0,1
래미안그레이튼3차,APT,200912,ES,85.64,172.22,113.0,271,23.4,37.0,26.0,10.5,19.3,13.5,6631.0,9256.0,7606.0,3709.0,4242.0,3949.0,37.496731,127.048307,23,0,16,1,4,11,2,6,14,29,7,0,2
능현(선릉대우디오빌3차),OPST,200403,ES,49.76,52.5,52.0,799,2.2,2.5,2.35,2.1,2.2,2.15,1399.0,1589.0,1494.0,1335.0,1399.0,1367.0,37.503431,127.047759,17,2,13,0,4,55,1,24,11,66,7,0,1
역삼우성빌라트,APT,199609,ES,147.61,147.61,147.0,267,16.9,16.9,16.9,,,,3801.0,3801.0,3801.0,,,,37.494449,127.039086,10,0,8,2,4,27,2,14,14,59,17,0,1
한라클래식,OPST,199910,ES,62.82,125.64,62.0,989,2.55,6.8,2.75,,,,1360.0,1900.0,1466.0,,,,37.497162,127.030385,30,2,10,1,4,111,1,26,14,133,14,0,2
선릉역우정에쉐르멤버스(주상복합),APT,200408,ES,28.83,47.17,47.0,548,2.65,5.7,5.49,3.2,3.45,3.4,3129.0,4009.0,3861.0,2251.0,2427.0,2391.0,37.503138,127.048373,17,2,14,0,4,54,1,20,11,66,7,0,1
K타워(도시형),APT,201404,ES,26.34,26.34,26.0,732,2.1,2.2,2.2,,,,2670.0,2797.0,2797.0,,,,37.504493,127.044318,7,2,10,0,4,52,0,17,10,73,9,0,1
에벤에셀,OPST,200306,ES,30.59,40.61,39.0,527,,,,1.8,1.9,1.8,,,,1488.0,1983.0,1526.0,37.500608,127.039629,19,1,15,0,4,69,1,29,12,113,18,0,1
역삼EG소울리더(도시형),APT,201211,ES,21.13,39.68,30.0,247,1.73,3.1,2.3,1.8,2.75,,2237.0,3416.0,2534.0,2331.0,2834.0,,37.497152,127.033589,23,2,11,1,4,100,3,19,18,151,18,0,2
래미안그레이튼2차,APT,201006,ES,86,154.96,109.0,266,22.5,36.5,28.0,13.5,18.0,13.5,6848.0,9402.0,8492.0,3370.0,4398.0,4094.0,37.4952,127.047241,19,0,14,1,4,11,2,5,11,23,8,0,2
예지인,APT,200807,ES,97.22,97.33,97.0,216,12.0,12.0,12.0,6.5,7.0,6.5,4090.0,4090.0,4090.0,2215.0,2386.0,2215.0,37.496391,127.033045,26,1,9,1,4,97,3,19,18,140,18,0,2
개나리래미안,APT,200608,ES,77.59,184.38,109.0,273,24.0,36.0,29.5,11.5,18.0,13.0,5911.0,12665.0,8947.0,2964.0,4937.0,3943.0,37.498452,127.046103,17,0,19,1,4,16,2,8,16,64,10,0,2
강남루덴스,OPST,202101,ES,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
강남역센트럴푸르지오시티,OPST,201503,ES,44.27,63.65,52.0,799,2.65,4.4,3.1,2.7,3.85,2.7,1780.0,2429.0,1971.0,1716.0,2020.0,1716.0,37.497706,127.029001,33,2,9,1,4,115,1,26,13,113,14,0,2
경남,APT,200205,ES,110.85,112.71,112.0,384,14.9,18.5,14.95,4.5,8.5,8.4,4398.0,5460.0,4413.0,1328.0,2554.0,2479.0,37.500895,127.041695,19,1,15,1,4,61,1,25,12,108,17,0,1
대림역삼,APT,199710,WW,78.01,111.09,78.0,325,17.0,21.0,17.0,6.5,10.0,6.58,5778.0,7205.0,7205.0,2651.0,3391.0,2789.0,37.49632,127.04647,20,0,17,1,4,12,2,6,16,43,8,0,2
올림피아,OPST,198812,WW,43.21,75.77,43.0,298,1.8,3.2,1.8,,,,1384.0,1410.0,1384.0,,,,37.496021,127.03297,23,1,9,1,4,90,3,16,19,135,17,0,2
K타워,OPST,201404,WW,39.66,41.24,41.0,732,1.7,2.3,2.15,2.0,2.2,2.0,1441.0,1854.0,1734.0,1613.0,1774.0,1613.0,37.50452,127.044352,7,2,10,0,4,52,0,17,10,73,9,0,1
역삼현대벤쳐텔,OPST,200106,WW,69.32,141.47,86.0,1092,2.3,5.3,2.8,,,,1026.0,1243.0,1076.0,,,,37.501675,127.035668,10,1,12,0,4,78,1,19,10,108,18,0,0
진넥스빌2(주상복합),APT,200304,WW,33.29,42.62,33.0,545,2.05,3.5,2.1,,,,2054.0,2755.0,2104.0,,,,37.501779,127.044005,15,0,15,1,4,58,1,20,12,102,10,0,1
역삼역센트럴푸르지오시티,OPST,201904,WW,42.37,94.79,42.0,792,2.0,6.2,2.29,1.86,2.3,2.07,1574.0,2180.0,1802.0,1464.0,1810.0,1629.0,37.500804,127.040565,20,1,15,0,4,66,1,24,12,109,18,0,1
역삼이스타빌,OPST,201103,WW,78.87,189.53,78.0,297,3.7,14.5,3.75,,,,1568.0,2536.0,1589.0,,,,37.493608,127.043202,16,0,8,1,4,16,1,7,11,28,10,0,3
역삼우정에쉐르1(주상복합),APT,200406,WW,55.3,84.03,84.0,548,7.5,9.95,9.15,6.3,7.05,6.5,3345.0,4699.0,3601.0,2519.0,3108.0,2558.0,37.496376,127.030104,30,2,8,1,4,103,1,26,14,122,14,0,2
역삼푸르지오시티,OPST,201603,WW,49.84,70.88,49.0,799,2.3,4.4,2.54,3.0,3.0,,1552.0,2238.0,1714.0,1526.0,1526.0,,37.498204,127.03364,18,1,15,1,4,103,3,21,19,150,18,0,2
비엘106,OPST,201805,WW,44.6,69.23,59.0,799,2.75,5.8,4.0,2.5,3.5,3.5,2066.0,2810.0,2241.0,1878.0,1961.0,1961.0,37.492995,127.030946,14,1,7,1,4,47,2,11,9,73,13,0,2
탑팰리스,APT,200412,WW,93.62,93.62,93.0,249,13.5,13.5,13.5,7.0,7.0,7.0,4799.0,4799.0,4799.0,2488.0,2488.0,2488.0,37.499575,127.041146,18,1,17,1,4,55,1,17,11,109,17,0,1
역삼우정에쉐르2(주상복합),APT,200408,WW,51.08,61.1,52.0,545,6.88,9.5,7.8,4.55,7.0,4.6,4460.0,5148.0,4959.0,2893.0,3794.0,2924.0,37.50265,127.04584,18,2,16,0,4,58,1,17,15,73,9,0,1
역삼마에스트로,OPST,201209,WW,36.5,57.61,36.0,587,1.65,3.1,1.8,1.5,1.53,1.53,1450.0,1928.0,1653.0,1377.0,1405.0,1405.0,37.503242,127.040104,11,1,13,0,4,56,1,24,10,100,18,0,1
강남역이스턴(도시형),APT,201406,WW,23,23.77,23.0,687,1.84,2.0,1.85,1.62,1.85,1.85,2645.0,2875.0,2659.0,2328.0,2659.0,2659.0,37.498557,127.033503,18,1,15,1,4,104,2,23,19,152,18,0,2
한양럭스,APT,200309,WW,62.31,157.28,66.0,242,4.5,13.0,5.5,2.6,3.5,2.6,2399.0,2883.0,2755.0,1302.0,1866.0,1302.0,37.50427,127.034583,11,1,9,0,4,45,1,11,9,92,17,0,0
메이플라워멤버스빌,OPST,200605,WW,40.38,45.79,40.0,707,1.4,1.55,1.45,1.4,1.5,1.4,1102.0,1281.0,1194.0,1102.0,1157.0,1157.0,37.49872,127.034666,19,1,13,1,4,89,4,25,17,136,18,0,2
강남서해그랑블(주상복합),APT,201208,WW,77.84,113.16,94.0,370,8.8,15.0,9.0,6.8,7.9,,3165.0,4768.0,3165.0,2234.0,2630.0,,37.493134,127.039216,9,0,7,2,4,18,2,9,13,36,16,0,1
역삼e-편한세상,APT,200512,WW,79.52,106.62,79.0,282,21.7,30.0,22.0,11.0,13.5,11.05,8982.0,10043.0,9206.0,3992.0,4693.0,4624.0,37.498632,127.049324,23,0,18,1,4,11,2,6,13,55,7,0,2
역삼아르누보씨티,OPST,200805,WW,51.85,51.85,51.0,798,2.1,2.85,2.33,,,,1361.0,1847.0,1507.0,,,,37.503418,127.042839,9,0,11,0,4,56,0,24,13,101,12,0,1
이지마루역삼(주상복합),APT,201811,WW,31.96,34.71,31.0,520,4.7,5.0,4.9,3.75,3.75,3.75,4764.0,5332.0,5225.0,3995.0,3995.0,3995.0,37.502269,127.039118,14,1,14,0,4,72,1,26,12,113,18,0,1
역삼노블루체언주,OPST,202108,WW,21.87,30,29.0,442,2.7,6.0,5.0,,,,4057.0,6840.0,5700.0,,,,37.50672,127.033124,6,0,8,0,4,21,0,8,3,41,14,0,0
역삼우정에쉐르3(주상복합),APT,200412,WW,47.24,75.3,47.0,548,6.5,10.0,6.55,4.2,4.2,4.2,4408.0,4642.0,4607.0,2954.0,2954.0,2954.0,37.502464,127.045249,15,2,15,0,4,58,1,16,12,83,9,0,1
대우디오빌플러스(주상복합),APT,200405,WW,46.72,59.69,59.0,861,3.2,4.7,4.6,,,,2300.0,2633.0,2577.0,,,,37.497456,127.031052,31,2,11,1,4,111,1,27,15,141,15,0,2
엠코스퀘어720,OPST,201110,WW,50.87,107.92,53.0,559,2.38,7.9,2.4,,,,1497.0,2441.0,1497.0,,,,37.50132,127.041927,17,1,14,1,4,60,1,25,12,108,17,0,1
역삼아르누보씨티(생활숙박시설),OPST,200805,WW,51.85,116.73,51.0,798,2.2,5.7,2.2,,,,1426.0,1705.0,1426.0,,,,37.50336,127.04283,9,0,11,0,4,56,0,24,13,103,12,0,1
강남라클라쎄,OPST,202308,WW,26.5,26.99,26.0,359,4.49,4.59,4.54,,,,5709.0,5836.0,5772.0,,,,37.495956,127.029853,29,2,8,1,4,95,1,27,14,120,14,0,2
역삼래미안,APT,200510,WW,80.66,109.4,80.0,276,21.9,27.5,22.5,9.9,13.0,10.0,7976.0,9504.0,9298.0,3912.0,4339.0,4132.0,37.497838,127.050397,19,0,17,1,4,8,2,6,9,33,7,0,2
역삼2차아이파크,APT,200812,WW,74.98,149.58,106.0,273,19.5,33.0,25.2,11.8,17.0,11.9,6922.0,8815.0,7859.0,3680.0,4522.0,3711.0,37.496869,127.052049,13,0,12,1,3,8,1,5,7,21,7,0,2
강남역두산위브센티움,OPST,200405,WW,53.78,58.57,56.0,705,2.05,2.7,2.25,,,,1279.0,1594.0,1328.0,,,,37.498652,127.033004,20,3,16,1,4,102,2,22,18,153,17,0,2
역삼IPARK,APT,200609,WW,36.27,181.03,36.0,273,7.95,37.0,8.4,3.9,18.5,4.5,6210.0,8264.0,7713.0,3140.0,4591.0,4132.0,37.499604,127.047061,21,0,18,1,4,27,2,4,16,65,8,0,2
쌍용플래티넘밸류,OPST,200701,WW,86.16,197.52,101.0,640,5.75,15.0,5.8,,,,1898.0,2755.0,1898.0,,,,37.495468,127.030388,27,2,8,1,4,84,2,23,16,119,14,0,2
쎄비앙,APT,200701,WW,116.96,127.36,127.0,249,12.5,14.5,13.0,,,,3254.0,4132.0,3384.0,,,,37.49584,127.042811,23,0,14,1,4,26,1,12,18,61,17,0,2
강남역효성해링턴타워더퍼스트,OPST,201406,WW,45.49,53.57,51.0,799,2.3,3.1,2.75,2.0,2.1,,1690.0,2009.0,1783.0,1469.0,1543.0,,37.496987,127.02995,31,2,9,1,4,107,1,28,14,123,14,0,2
래미안그레이튼3차,APT,200912,WW,85.64,172.22,113.0,271,23.4,37.0,26.0,10.5,19.3,13.5,6631.0,9256.0,7606.0,3709.0,4242.0,3949.0,37.496731,127.048307,23,0,16,1,4,11,2,6,14,29,7,0,2
능현(선릉대우디오빌3차),OPST,200403,WW,49.76,52.5,52.0,799,2.2,2.5,2.35,2.1,2.2,2.15,1399.0,1589.0,1494.0,1335.0,1399.0,1367.0,37.503431,127.047759,17,2,13,0,4,55,1,24,11,66,7,0,1
한라클래식,OPST,199910,WW,62.82,125.64,62.0,989,2.55,6.8,2.75,,,,1360.0,1900.0,1466.0,,,,37.497162,127.030385,30,2,10,1,4,111,1,26,14,133,14,0,2
선릉역우정에쉐르멤버스(주상복합),APT,200408,WW,28.83,47.17,47.0,548,2.65,5.7,5.49,3.2,3.45,3.4,3129.0,4009.0,3861.0,2251.0,2427.0,2391.0,37.503138,127.048373,17,2,14,0,4,54,1,20,11,66,7,0,1
메가시티,OPST,200208,WW,62.88,62.88,62.0,770,3.3,3.3,3.3,,,,1760.0,1760.0,1760.0,,,,37.497439,127.030125,30,2,11,1,4,109,1,27,14,128,14,0,2
래미안그레이튼2차,APT,201006,WW,86,154.96,109.0,266,22.5,36.5,28.0,13.5,18.0,13.5,6848.0,9402.0,8492.0,3370.0,4398.0,4094.0,37.4952,127.047241,19,0,14,1,4,11,2,5,11,23,8,0,2
SK허브젠(주상복합),APT,200508,WW,91.72,108.4,108.0,649,15.0,16.0,15.0,10.0,10.0,10.0,4591.0,5812.0,4591.0,3061.0,3061.0,3061.0,37.493698,127.030942,16,1,7,1,4,53,2,13,14,85,13,0,2
강남역이스턴,OPST,201406,WW,34.03,34.03,34.0,687,,,,1.5,1.5,1.5,,,,1458.0,1458.0,1458.0,37.498566,127.033525,18,1,15,1,4,103,2,23,19,152,18,0,2
개나리래미안,APT,200608,WW,77.59,184.38,109.0,273,24.0,36.0,29.5,11.5,18.0,13.0,5911.0,12665.0,8947.0,2964.0,4937.0,3943.0,37.498452,127.046103,17,0,19,1,4,16,2,8,16,64,10,0,2
대우디오빌플러스,OPST,200405,WW,54.02,59.86,59.0,861,2.6,3.1,2.85,2.3,2.35,2.35,1513.0,1737.0,1597.0,1289.0,1317.0,1317.0,37.497465,127.031086,31,2,11,1,4,111,1,28,15,142,15,0,2
강남루덴스,OPST,202101,WW,61.47,98.34,63.0,799,4.0,8.5,4.25,3.85,4.5,,2099.0,2886.0,2230.0,1845.0,2156.0,,37.498031,127.033261,23,3,15,1,4,106,3,22,19,153,18,0,2
강남역센트럴푸르지오시티,OPST,201503,WW,44.27,63.65,52.0,799,2.65,4.4,3.1,2.7,3.85,2.7,1780.0,2429.0,1971.0,1716.0,2020.0,1716.0,37.497706,127.029001,33,2,9,1,4,115,1,26,13,113,14,0,2
역삼월드메르디앙,APT,200511,WW,102.65,104.5,104.0,232,15.5,17.0,16.5,7.9,8.0,8.0,4927.0,5404.0,5245.0,2511.0,2593.0,2543.0,37.492966,127.038472,8,0,6,2,4,20,2,11,12,30,15,0,1
대림역삼,APT,199710,WS,78.01,111.09,78.0,325,17.0,21.0,17.0,6.5,10.0,6.58,5778.0,7205.0,7205.0,2651.0,3391.0,2789.0,37.49632,127.04647,20,0,17,1,4,12,2,6,16,43,8,0,2
이지마루역삼,OPST,201811,WS,55.57,58.74,55.0,520,4.3,5.0,4.3,,,,2585.0,2850.0,2585.0,,,,37.502274,127.03912,14,1,14,0,4,72,1,26,12,113,18,0,1
상지리츠빌역삼2차,APT,200612,WS,152.25,152.25,152.0,249,25.0,25.0,25.0,12.9,14.5,14.5,5437.0,5437.0,5437.0,2806.0,3154.0,3154.0,37.496752,127.04643,20,0,17,1,4,12,2,7,15,44,10,0,2
리에바움,OPST,202010,WS,30.23,52.73,50.0,716,2.5,5.3,4.5,3.95,4.5,4.0,2755.0,3576.0,2975.0,2645.0,3036.0,2645.0,37.50464,127.044105,7,2,10,0,4,51,0,17,10,73,9,0,1
동부센트레빌,APT,199804,WS,77.83,110.66,78.0,350,19.5,19.8,19.8,9.0,11.5,9.0,8264.0,8392.0,8392.0,3306.0,3864.0,3814.0,37.50256,127.049364,17,2,14,0,4,54,1,22,11,64,7,0,1
세방하이빌,APT,200301,WS,75.71,120.67,75.0,299,11.95,13.0,12.0,7.5,9.2,7.5,5267.0,5730.0,5289.0,2534.0,3306.0,3306.0,37.497389,127.042791,20,0,15,1,4,32,1,10,19,93,17,0,1
역삼역센트럴푸르지오시티,OPST,201904,WS,42.37,94.79,42.0,792,2.0,6.2,2.29,1.86,2.3,2.07,1574.0,2180.0,1802.0,1464.0,1810.0,1629.0,37.500804,127.040565,20,1,15,0,4,66,1,24,12,109,18,0,1
역삼우정에쉐르1(주상복합),APT,200406,WS,55.3,84.03,84.0,548,7.5,9.95,9.15,6.3,7.05,6.5,3345.0,4699.0,3601.0,2519.0,3108.0,2558.0,37.496376,127.030104,30,2,8,1,4,103,1,26,14,122,14,0,2
역삼자이,APT,201606,WS,88.11,151.98,151.0,299,23.0,42.0,34.0,11.4,19.0,19.0,6984.0,9195.0,7443.0,3722.0,4320.0,4160.0,37.500719,127.04443,13,0,18,1,4,47,2,13,15,97,10,0,1
역삼우정에쉐르2(주상복합),APT,200408,WS,51.08,61.1,52.0,545,6.88,9.5,7.8,4.55,7.0,4.6,4460.0,5148.0,4959.0,2893.0,3794.0,2924.0,37.50265,127.04584,18,2,16,0,4,58,1,17,15,73,9,0,1
메이플라워멤버스빌,OPST,200605,WS,40.38,45.79,40.0,707,1.4,1.55,1.45,1.4,1.5,1.4,1102.0,1281.0,1194.0,1102.0,1157.0,1157.0,37.49872,127.034666,19,1,13,1,4,89,4,25,17,136,18,0,2
강남서해그랑블(주상복합),APT,201208,WS,77.84,113.16,94.0,370,8.8,15.0,9.0,6.8,7.9,,3165.0,4768.0,3165.0,2234.0,2630.0,,37.493134,127.039216,9,0,7,2,4,18,2,9,13,36,16,0,1
역삼e-편한세상,APT,200512,WS,79.52,106.62,79.0,282,21.7,30.0,22.0,11.0,13.5,11.05,8982.0,10043.0,9206.0,3992.0,4693.0,4624.0,37.498632,127.049324,23,0,18,1,4,11,2,6,13,55,7,0,2
강남센트럴아이파크,APT,202204,WS,79.27,198.6,110.0,299,24.5,72.0,33.0,13.0,30.0,16.0,8624.0,14001.0,9917.0,4339.0,5440.0,4808.0,37.500586,127.045793,19,0,17,1,4,44,2,10,13,77,10,0,1
강남헤븐리치더써밋761,OPST,202104,WS,33.48,33.48,33.0,796,2.35,3.5,2.73,2.5,2.7,2.67,2354.0,3506.0,2730.0,2504.0,2705.0,2680.0,37.506721,127.032831,6,0,8,0,4,22,0,9,3,39,14,0,0
이지마루역삼(주상복합),APT,201811,WS,31.96,34.71,31.0,520,4.7,5.0,4.9,3.75,3.75,3.75,4764.0,5332.0,5225.0,3995.0,3995.0,3995.0,37.502269,127.039118,14,1,14,0,4,72,1,26,12,113,18,0,1
상지리츠빌,APT,200406,WS,180.55,180.55,180.0,298,25.0,26.5,25.0,,,,4591.0,4867.0,4591.0,,,,37.496685,127.045933,21,0,17,1,4,11,2,6,16,47,10,0,2
빅토리아,OPST,199201,WS,55.26,66.63,55.0,0,2.4,2.95,2.4,,,,1443.0,1478.0,1443.0,,,,37.504355,127.04734,12,2,11,0,4,53,0,23,10,60,7,0,1
개나리푸르지오,APT,200608,WS,79.81,184.22,184.0,275,32.0,39.0,37.0,10.7,19.0,18.0,6558.0,10008.0,6648.0,3234.0,4812.0,3234.0,37.499871,127.049987,16,0,16,1,4,22,2,6,9,59,7,0,2
루트원레지던스,OPST,201212,WS,50.13,50.13,50.0,773,,,,2.7,2.78,2.74,,,,1785.0,1838.0,1812.0,37.504514,127.044623,7,2,10,0,4,54,0,18,10,72,9,0,1
대우디오빌플러스(주상복합),APT,200405,WS,46.72,59.69,59.0,861,3.2,4.7,4.6,,,,2300.0,2633.0,2577.0,,,,37.497456,127.031052,31,2,11,1,4,111,1,27,15,141,15,0,2
테헤란아이파크,APT,201401,WS,93.52,147.12,117.0,255,24.8,31.0,28.5,11.5,18.0,12.9,6971.0,9495.0,8053.0,3617.0,4220.0,3645.0,37.502668,127.047118,19,2,15,0,4,55,1,16,18,70,7,0,1
스톤엘리시온역삼,OPST,202101,WS,56.43,88.91,78.0,289,3.85,6.0,6.0,,,,2254.0,2543.0,2543.0,,,,37.495214,127.039293,10,0,8,2,4,33,2,12,17,76,17,0,1
스톤엘리시온역삼,APT,202101,WS,26.14,39.71,34.0,289,4.35,6.0,5.8,,,,5086.0,5639.0,5639.0,,,,37.495214,127.03929,10,0,8,2,4,33,2,12,17,76,17,0,1
엠코스퀘어720,OPST,201110,WS,50.87,107.92,53.0,559,2.38,7.9,2.4,,,,1497.0,2441.0,1497.0,,,,37.50132,127.041927,17,1,14,1,4,60,1,25,12,108,17,0,1
래미안펜타빌,APT,200711,WS,161.43,185.97,161.0,273,33.9,39.5,35.0,16.9,20.0,17.0,6344.0,7905.0,7186.0,3038.0,3696.0,3491.0,37.500825,127.047588,20,1,18,1,4,46,2,9,13,66,7,0,1
역삼푸르지오,APT,200601,WS,79.41,104.4,79.0,283,22.0,29.5,22.5,9.45,13.5,10.9,8646.0,9624.0,9415.0,3910.0,4603.0,4561.0,37.497966,127.047479,24,0,18,1,4,11,2,6,14,41,7,0,2
역삼래미안,APT,200510,WS,80.66,109.4,80.0,276,21.9,27.5,22.5,9.9,13.0,10.0,7976.0,9504.0,9298.0,3912.0,4339.0,4132.0,37.497838,127.050397,19,0,17,1,4,8,2,6,9,33,7,0,2
역삼2차아이파크,APT,200812,WS,74.98,149.58,106.0,273,19.5,33.0,25.2,11.8,17.0,11.9,6922.0,8815.0,7859.0,3680.0,4522.0,3711.0,37.496869,127.052049,13,0,12,1,3,8,1,5,7,21,7,0,2
디오빌역삼(주상복합),APT,200206,WS,39.58,112.01,39.0,966,2.9,15.3,3.2,2.7,7.0,2.8,2458.0,4516.0,2712.0,1815.0,3005.0,2373.0,37.501445,127.042887,15,0,15,1,4,54,1,22,13,109,17,0,1
역삼IPARK,APT,200609,WS,36.27,181.03,36.0,273,7.95,37.0,8.4,3.9,18.5,4.5,6210.0,8264.0,7713.0,3140.0,4591.0,4132.0,37.499604,127.047061,21,0,18,1,4,27,2,4,16,65,8,0,2
쌍용플래티넘밸류,OPST,200701,WS,86.16,197.52,101.0,640,5.75,15.0,5.8,,,,1898.0,2755.0,1898.0,,,,37.495468,127.030388,27,2,8,1,4,84,2,23,16,119,14,0,2
래미안그레이튼3차,APT,200912,WS,85.64,172.22,113.0,271,23.4,37.0,26.0,10.5,19.3,13.5,6631.0,9256.0,7606.0,3709.0,4242.0,3949.0,37.496731,127.048307,23,0,16,1,4,11,2,6,14,29,7,0,2
